trans_id,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,lat,long,city_pop,job,dob,merch_lat,merch_long,is_fraud,customer_id
370149.0,6/23/2023 9:55,,fraud_Banerjee LLC Pvt Ltd,fitness_and_medical,4103.02,Onkar,Kata,M,"H.No. 95, Vohra Nagar, Jammu-960236",Rajpur Sonarpur,Sikkim,-89.9139135,1.625696,873490.0,,7/7/1940,-89.92907,1.625589,0.0,-1.72e+17
579807.0,9/2/2022 16:16,6543210000000000.0,fraud_Luthra PLC Pvt Ltd,,2403.58,,Dara,M,"90/946, Balasubramanian, Durg-194256",Patiala,Maharashtra,-4.8391445,-58.194927,648608.0,Purchasing manager,8/6/1940,-4.829683,-58.178296,1.0,1.35e+18
720925.0,2/27/2024 9:59,4.88009e+18,"fraud_Chada, Bedi and Sampath Pvt Ltd",online_shopping,7973.79,Nehmat,Choudhury,M,"49/952, Kakar Nagar, Vijayanagaram-370035",Cuttack,Bihar,21.3693485,-146.657157,947031.0,Translator,3/11/1950,21.350443,-146.670459,1.0,-2.28e+18
770443.0,3/3/2024 0:15,349601000000000.0,fraud_Madan and Sons Pvt Ltd,travel,526.89,Mannat,Shan,M,"29/334, Maharaj Road, Firozabad 180422",Noida,Odisha,-30.237738,37.740924,927747.0,Forensic psychologist,7/15/1983,-30.220527,37.72217,0.0,1.07e+18
,5/2/2023 14:31,342425000000000.0,"fraud_Kaur, Dugal and Bandi Pvt Ltd",online_shopping,638.63,Faiyaz,,,"H.No. 91, Golla Street, Bettiah 550241",Delhi,Nagaland,-18.271693,25.679813,957190.0,"Programmer, multimedia",8/24/1995,-18.256123,25.670867,0.0,5.17e+18
110942.0,6/17/2022 14:45,377697000000000.0,"fraud_Kulkarni, Barad and Chana Pvt Ltd",entertainment,893.26,Kaira,Mallick,,"10/519, Saraf, Davanagere-906218",Noida,Punjab,17.0374765,61.015801,620530.0,Chiropodist,,17.020434,61.013323,1.0,7.57e+18
150825.0,4/30/2023 7:08,6571230000000000.0,fraud_Kannan-Karan Pvt Ltd,entertainment,5268.76,,Kara,M,"H.No. 396, Chana, Jhansi-848570",Junagadh,Assam,-80.8017145,-117.181674,822093.0,Theatre stage manager,3/31/1975,-80.809912,-117.185206,1.0,-8.62e+17
653243.0,7/29/2022 17:04,4658900000000000.0,fraud_Borra Ltd Pvt Ltd,entertainment,5782.1,Mahika,Comar,F,"65/694, Mannan Nagar, Bardhaman 117354",Kirari Suleman Nagar,Telangana,72.9116625,49.296893,237669.0,"Teacher, early years/pre",2/16/2000,72.907918,49.302947,0.0,-4.76e+18
997544.0,4/29/2023 0:37,501889000000.0,fraud_Joshi-Soni Pvt Ltd,travel,4000.92,Riaan,,M,"H.No. 44, Lad Nagar, Bhubaneswar-225630",Varanasi,West Bengal,-73.614622,-88.761696,439302.0,Microbiologist,6/30/2002,-73.601002,-88.747408,1.0,4.91e+18
942432.0,12/9/2022 21:35,676330000000.0,fraud_Issac Inc Pvt Ltd,entertainment,183.66,Aayush,Deshpande,M,"H.No. 235, Bhattacharyya Zila, Sultan Pur Majra-847955",Latur,Maharashtra,55.3662245,172.892662,660473.0,Risk analyst,11/19/2005,,172.892896,1.0,2.78e+18
137751.0,4/17/2022 16:15,4031150000000000.0,,entertainment,5497.95,Mahika,Edwin,M,"H.No. 160, Kalita Ganj, Rohtak-377439",Durgapur,Rajasthan,-41.8450655,-33.71324,,Counselling psychologist,2/7/1992,-41.838546,-33.729643,1.0,-2.07e+18
440297.0,6/1/2022 23:15,3583970000000000.0,fraud_Singhal Inc Pvt Ltd,travel,9886.11,Anika,Sekhon,F,"470, Kari Nagar, Dibrugarh 970310",Ongole,,,-19.624699,907355.0,"Conservation officer, nature",6/11/1990,-57.739394,,,
987961.0,4/8/2024 7:51,6011250000000000.0,,travel,8703.87,Shlok,Manne,F,"H.No. 62, Lalla, Kumbakonam-881755",Kulti,Uttar Pradesh,20.501036,110.70799,966106.0,Music tutor,4/3/1976,20.519965,110.7191,1.0,
807786.0,,6552320000000000.0,fraud_Sathe-Sehgal Pvt Ltd,online_shopping,,Samiha,Ramachandran,M,"H.No. 717, Badal Path, Burhanpur-814788",Mahbubnagar,Arunachal Pradesh,74.041514,-29.693546,59703.0,,9/15/1975,74.031166,-29.676995,,-1.22e+18
706180.0,12/27/2022 0:14,4604770000000.0,fraud_Rege LLC Pvt Ltd,,9401.46,Ivan,Konda,F,"99/241, Saxena Marg, Guwahati 274759",Rohtak,Sikkim,-47.1760295,89.537494,114169.0,,12/21/1990,-47.157786,89.554979,0.0,
409881.0,11/27/2023 12:10,6011610000000000.0,fraud_Gala-Deshpande Pvt Ltd,fitness_and_medical,3301.37,Jayesh,Randhawa,M,"06/687, Issac Nagar, Hyderabad 728800",Danapur,Gujarat,85.9573285,84.690647,957017.0,Futures trader,3/15/1993,85.971803,84.671737,0.0,-8.07e+18
818154.0,7/17/2022 2:48,4458960000000.0,fraud_Verma-Kashyap Pvt Ltd,online_shopping,3400.51,Anaya,Atwal,F,,Hospet,Odisha,-84.8313615,115.261117,525338.0,Prison officer,,-84.824517,115.25441,0.0,8.51e+18
301129.0,5/5/2022 0:36,30534000000000.0,fraud_Balan-Saini Pvt Ltd,fitness_and_medical,9545.57,Zain,Tella,M,"H.No. 68, Butala, Kishanganj 621025",Howrah,,29.1972995,-62.543791,698503.0,Contractor,8/30/1966,,-62.552482,1.0,-5.01e+18
213417.0,9/7/2022 4:46,,fraud_Shanker LLC Pvt Ltd,online_shopping,5184.13,Saksham,Kapoor,M,"65/36, Keer Ganj, Karawal Nagar 206976",Akola,Kerala,75.178326,-61.222762,806286.0,Magazine journalist,8/7/1982,75.180586,-61.215993,1.0,-2.76e+18
709657.0,7/11/2022 11:28,30477600000000.0,fraud_Gour-Choudhary Pvt Ltd,fitness_and_medical,5795.96,Alisha,Dani,F,"94, Dey Road, Hospet-946942",Sultan Pur Majra,Andhra Pradesh,-30.3117285,126.930447,217114.0,,1/30/1974,-30.316764,,1.0,-4.56e+18
647212.0,,3573230000000000.0,"fraud_Chanda, Gade and Vaidya Pvt Ltd",travel,1054.76,,Srinivasan,M,"43/89, Bumb Road, Jodhpur-140664",,,21.7871305,-59.637376,16535.0,Recruitment consultant,10/9/1990,,-59.654242,0.0,8.55e+18
834210.0,11/28/2022 8:41,6011760000000000.0,"fraud_Sachdeva, Bhatia and Sandhu Pvt Ltd",online_shopping,693.23,Jayant,Sehgal,F,"H.No. 37, Keer Ganj, Ramagundam-194088",,,13.0433755,-34.188634,840443.0,Herbalist,6/17/1971,13.039684,-34.174425,1.0,2.14e+18
679039.0,8/27/2023 20:10,6011270000000000.0,"fraud_Sharaf, Ganesh and Jhaveri Pvt Ltd",entertainment,771.81,,Varghese,M,,Madhyamgram,Chhattisgarh,,-176.329126,453787.0,Theme park manager,10/11/1961,-12.922434,-176.336884,0.0,-4.78e+18
848010.0,6/16/2022 7:46,3505580000000000.0,,travel,350.95,,Karpe,M,"404, Srivastava Road, Kolhapur-934089",Singrauli,Bihar,-54.3175685,-157.270142,302128.0,Museum/gallery curator,12/12/1941,-54.308012,-157.252557,,
364192.0,6/22/2022 19:40,501817000000.0,"fraud_Mangal, Shenoy and Shah Pvt Ltd",online_shopping,5002.86,Tara,Bir,F,"076, Khanna Marg, Udaipur-136717",Alwar,Arunachal Pradesh,-35.001671,,835666.0,Information systems manager,7/14/1960,-34.993291,-175.506362,1.0,8.39e+18
375490.0,4/28/2023 11:26,4.28834e+18,fraud_Singhal-Gandhi Pvt Ltd,fitness_and_medical,3956.8,Taimur,Sen,F,"H.No. 36, Agate Marg, Hosur 043026",Kirari Suleman Nagar,Karnataka,-47.6051255,24.50032,,Tourist information centre manager,,-47.614639,,1.0,-3.67e+18
,9/18/2022 23:04,30250000000000.0,"fraud_Gade, Kunda and Randhawa Pvt Ltd",online_shopping,2293.84,Misha,Gala,F,"H.No. 445, Mangat Ganj, Kollam-338596",Gurgaon,Tripura,19.116517,-105.709415,190588.0,Health service manager,4/27/1986,19.122628,-105.703158,0.0,7.86e+18
704619.0,7/8/2022 6:58,4907450000000000.0,"fraud_Maharaj, Shah and Johal Pvt Ltd",online_shopping,,Baiju,Bath,M,"36/40, Gokhale Chowk, Fatehpur 099651",Dehri,Chhattisgarh,-47.057674,-57.548465,537678.0,Paramedic,10/17/1975,-47.074498,,1.0,1.64e+18
666422.0,8/19/2022 0:10,675979000000.0,fraud_Taneja-Vig Pvt Ltd,,4618.4,Dhanuk,Sarna,M,"25, Bajaj Road, Kalyan-Dombivli-881001",Bhubaneswar,Telangana,27.591541,-1.346582,777520.0,Geochemist,6/22/1993,27.586917,-1.3492,,-7.77e+18
399305.0,1/6/2023 18:26,630433000000.0,fraud_Sachar-Mandal Pvt Ltd,entertainment,7714.5,Raunak,Taneja,F,"70/16, Mandal Circle, Pune 252560",,Uttarakhand,29.202648,-29.121981,886472.0,Midwife,8/3/2005,29.197023,-29.103323,1.0,1.57e+18
980733.0,3/29/2024 17:11,3539090000000000.0,fraud_Bhandari-Kannan Pvt Ltd,fitness_and_medical,3899.14,Mohanlal,Sundaram,F,"H.No. 104, Sarin Circle, Kozhikode-567739",Bidhannagar,,-88.4970385,121.837013,753706.0,Recycling officer,11/20/1971,-88.496648,121.833352,0.0,-9.17e+18
375524.0,7/20/2022 3:49,376747000000000.0,"fraud_Dhaliwal, Joshi and Edwin Pvt Ltd",online_shopping,9682.93,Sahil,Mangal,M,"H.No. 34, Banerjee, Raurkela Industrial Township 829245",Kulti,Himachal Pradesh,-58.6992665,-55.10263,909490.0,Chief Operating Officer,8/20/1944,-58.709102,-55.110735,0.0,2.46e+18
654251.0,12/1/2022 7:14,4.16755e+18,fraud_Mannan-Agarwal Pvt Ltd,travel,6528.97,Riaan,Kalla,F,"65/664, Shah Street, Bhimavaram 842292",,Kerala,,166.941528,623852.0,Music therapist,6/28/1996,68.389109,166.936028,0.0,-6.47e+18
807372.0,5/11/2023 3:00,346728000000000.0,fraud_Bali Group Pvt Ltd,entertainment,3449.66,Rohan,Chaudhari,M,,Bhilwara,Tamil Nadu,-35.2592115,-149.652803,638592.0,Biomedical engineer,11/8/1968,-35.251355,-149.647434,0.0,5.2e+18
420296.0,5/11/2022 11:57,4439560000000000.0,fraud_Sood PLC Pvt Ltd,fitness_and_medical,819.58,Misha,,M,"H.No. 047, Dutta Chowk, Muzaffarpur-220881",Mathura,Nagaland,41.7440625,35.357955,135865.0,"Engineer, production",10/1/1964,41.724558,35.372576,1.0,3.79e+18
108661.0,2/2/2023 9:46,4.70165e+18,fraud_Sankar-Magar Pvt Ltd,fitness_and_medical,6708.31,Ira,Kaul,,"H.No. 845, Basak Nagar, Ghaziabad 409489",Anantapuram,Haryana,,28.496421,783400.0,Mental health nurse,9/3/1970,3.929496,28.477414,1.0,-4.5e+18
917646.0,1/27/2024 0:35,345776000000000.0,"fraud_Chokshi, Tella and Bedi Pvt Ltd",entertainment,1176.94,Samiha,Upadhyay,M,"69/02, Dar Nagar, Kottayam 997280",Thanjavur,,81.132509,-10.628519,384207.0,Audiological scientist,3/14/1983,81.127494,-10.63486,1.0,1.44e+17
302916.0,12/21/2022 18:55,3570170000000000.0,,travel,2856.37,Khushi,Vora,F,"77/31, Kakar Circle, Patiala 370528",Saharsa,Odisha,-85.923938,94.000237,660260.0,Operations geologist,10/26/1940,,93.995655,0.0,8.52e+18
,5/2/2023 18:03,343149000000000.0,fraud_Sibal-Acharya Pvt Ltd,entertainment,7222.35,Yuvaan,Karnik,M,"H.No. 931, Wable Road, Shahjahanpur 107874",Chittoor,Uttarakhand,-70.1626545,172.778424,377779.0,"Optician, dispensing",6/27/1941,-70.14676,,0.0,
506641.0,6/10/2022 17:06,36659900000000.0,"fraud_Dara, Dhawan and Garde Pvt Ltd",travel,8431.13,Parinaaz,Kalla,M,"H.No. 42, Magar Zila, Panipat-367707",,Odisha,-82.161419,,30396.0,Data processing manager,10/29/1997,-82.154802,49.927356,0.0,4.02e+18
,6/21/2023 9:06,3532280000000000.0,fraud_Samra Ltd Pvt Ltd,entertainment,3361.29,,Bhatti,F,"30, Khalsa Chowk, Nanded 679034",Mangalore,Madhya Pradesh,67.3751565,157.835163,613180.0,Risk analyst,1/21/2005,67.371686,157.835263,0.0,-3.67e+18
383119.0,4/24/2022 16:44,2477590000000000.0,fraud_Iyengar LLC Pvt Ltd,fitness_and_medical,5713.61,Elakshi,,M,"46, Dey Zila, Guntur-354847",Kanpur,,-87.4309985,-115.612112,913541.0,Toxicologist,6/13/2003,,-115.613344,,9.28e+17
109237.0,9/17/2023 16:29,4990520000000000.0,fraud_Badal LLC Pvt Ltd,online_shopping,2865.72,Zaina,Badal,M,"02/100, Ghosh Ganj, Shivpuri-650034",Udupi,Haryana,-20.195851,-23.82062,121174.0,Human resources officer,1/18/1994,-20.186519,-23.801772,1.0,-4.76e+18
835708.0,9/13/2022 8:17,,"fraud_Sundaram, Hari and Uppal Pvt Ltd",entertainment,9822.97,Yashvi,Dhingra,M,"H.No. 22, Chawla Road, Mango-310168",Bidar,Gujarat,-48.0217355,,22466.0,"Psychotherapist, dance movement",3/22/1990,-48.009297,-49.501121,1.0,-2.7e+18
314930.0,3/2/2024 8:23,3518840000000000.0,fraud_Loke-Contractor Pvt Ltd,fitness_and_medical,3627.59,Armaan,De,M,"87/74, Madan Ganj, Berhampur 017587",Solapur,Manipur,-79.9255305,,297762.0,Photographer,9/15/1960,-79.91129,114.267971,1.0,-2.59e+18
251349.0,8/25/2023 20:42,213133000000000.0,fraud_Gupta-Hayer Pvt Ltd,entertainment,7550.26,Ahana ,Dubey,F,,Kota,Jharkhand,-65.2282105,-79.586344,745913.0,Social worker,5/28/1996,-65.21828,-79.601678,1.0,2.31e+18
310038.0,,4121850000000.0,fraud_Hayer Ltd Pvt Ltd,travel,3619.74,Fateh,Khatri,F,,Tiruchirappalli,Arunachal Pradesh,-66.3926045,-160.568745,162699.0,Economist,8/15/1951,-66.403475,,0.0,-6.8e+18
297599.0,6/2/2022 14:15,4253180000000000.0,fraud_Lall-Lanka Pvt Ltd,,9318.66,Miraya,Varughese,M,"H.No. 41, Sem Zila, Aurangabad 927551",,,3.7999615,86.902564,185950.0,Recycling officer,5/19/1942,3.784721,86.892908,0.0,-1.42e+18
917966.0,10/12/2023 8:56,577187000000.0,fraud_Ramachandran-Randhawa Pvt Ltd,travel,9225.79,Jivika,Dhingra,,"988, Dyal Street, Bongaigaon-883771",Barasat,Sikkim,32.09578,-86.656822,789474.0,"Clinical scientist, histocompatibility and immunogenetics",3/14/1983,,-86.675878,0.0,3.19e+18
540754.0,4/21/2022 18:21,676281000000.0,fraud_Banerjee-Ahuja Pvt Ltd,online_shopping,3722.84,Miraya,Chandran,F,"H.No. 814, Randhawa Chowk, Sonipat-439132",Thanjavur,Madhya Pradesh,-10.2394085,-114.347798,595116.0,Hydrologist,1/26/2000,-10.251251,-114.3324,1.0,6.95e+17
669216.0,4/4/2023 19:59,213163000000000.0,"fraud_Sachdeva, Dalal and Garg Pvt Ltd",entertainment,9153.11,Saira,,M,"83, Sridhar Ganj, Tinsukia-703872",Bettiah,,,,387300.0,Chemical engineer,,-60.086841,161.923162,0.0,2.86e+18
975625.0,10/23/2022 22:35,180087000000000.0,fraud_Balay and Sons Pvt Ltd,travel,1297.18,Saksham,Bhattacharyya,M,"H.No. 50, Gole Zila, Phusro-121463",Berhampore,West Bengal,-75.8827,173.1102,257265.0,Chartered accountant,8/15/1986,-75.878988,173.115817,1.0,5.21e+18
276777.0,8/9/2022 2:32,30009300000000.0,fraud_Sharaf and Sons Pvt Ltd,,1617.69,Prisha,Char,F,"45, Sagar Road, Kishanganj-971373",Hyderabad,Andhra Pradesh,52.819951,-91.213626,449942.0,Paediatric nurse,5/22/1952,52.819555,,0.0,9.27e+17
132923.0,4/25/2022 9:51,213132000000000.0,"fraud_Vyas, Sunder and Shah Pvt Ltd",travel,7969.62,Trisha,Samra,F,"45/066, Mahal Road, Jabalpur-879153",Sasaram,Manipur,-18.5102025,-114.930025,771996.0,,12/21/2002,-18.514105,-114.935926,1.0,-9.12e+18
679900.0,5/30/2022 11:27,6011830000000000.0,fraud_Mall and Sons Pvt Ltd,entertainment,4810.97,Shamik,Taneja,F,,Gurgaon,Tripura,54.7883845,156.708873,542842.0,Fine artist,2/22/2002,54.77451,156.725758,0.0,4.24e+17
386144.0,,2720800000000000.0,fraud_Kibe Inc Pvt Ltd,entertainment,5734.3,Alisha,Korpal,M,"44, Dugar Circle, Korba-422359",Gandhidham,Manipur,50.8673165,-89.603281,,Professor Emeritus,,50.856316,-89.622983,1.0,-1.34e+18
423548.0,2/22/2023 0:52,,fraud_Agate-Keer Pvt Ltd,online_shopping,6536.89,Jivin,Deep,M,"H.No. 24, Iyengar Marg, Aurangabad-798544",Belgaum,Madhya Pradesh,,-158.384002,418043.0,Electrical engineer,10/31/1963,78.514503,-158.366192,0.0,-6.37e+18
673051.0,5/23/2023 8:20,576503000000.0,"fraud_Sen, Butala and Saini Pvt Ltd",fitness_and_medical,7336.66,Akarsh,Ramanathan,F,"70/46, Shukla Chowk, Panipat-474358",,Tripura,19.081961,-112.635883,579908.0,Dispensing optician,,19.069837,-112.621948,1.0,4.28e+18
116701.0,2/27/2023 8:20,675917000000.0,fraud_Randhawa PLC Pvt Ltd,travel,3864.91,Drishya,Dani,F,"140, Toor Chowk, Aurangabad-724866",Bidhannagar,Tripura,-74.806636,-155.6454,677675.0,"Engineer, civil (contracting)",8/6/1976,-74.824621,-155.638275,1.0,4.77e+17
308568.0,7/29/2023 16:44,213144000000000.0,fraud_Tandon PLC Pvt Ltd,online_shopping,2721.58,Madhup,Vig,M,"H.No. 54, Trivedi Circle, Guntakal-872454",Burhanpur,Punjab,66.155676,-128.911221,581719.0,"Conservator, museum/gallery",11/5/1951,66.163892,-128.893902,1.0,1.15e+18
807315.0,6/14/2022 15:15,4590700000000000.0,"fraud_Lanka, Tailor and Dhawan Pvt Ltd",fitness_and_medical,8817.31,Anahi,,F,"561, Babu Marg, Vijayawada-666820",Faridabad,Assam,72.501924,-28.707486,233543.0,Passenger transport manager,3/22/1988,72.489787,-28.711848,0.0,7.42e+18
998930.0,1/27/2023 0:46,,fraud_Golla-Bajaj Pvt Ltd,online_shopping,4186.86,Divij,Kashyap,M,"H.No. 02, Chaudhary Ganj, Secunderabad-613337",Aurangabad,Tripura,-69.0165545,-24.513052,982105.0,Government social research officer,5/16/1978,-69.02399,,0.0,8.35e+18
307013.0,12/4/2023 4:29,5195650000000000.0,"fraud_Dara, Kannan and Dugar Pvt Ltd",fitness_and_medical,5962.23,Anaya,Gandhi,F,"704, Kunda Path, Korba-770286",Nagaon,Manipur,-73.4478995,162.055418,950155.0,Training and development officer,2/2/1993,-73.46775,162.045451,1.0,6.54e+18
487351.0,4/20/2022 3:25,371729000000000.0,fraud_Swamy-Sanghvi Pvt Ltd,travel,1700.61,Jayan,Shroff,F,"H.No. 49, Doctor Zila, Panipat-125598",Bhatpara,Punjab,32.9818935,-167.199413,41284.0,,9/3/1976,,-167.19864,0.0,2.9e+18
440702.0,6/23/2023 1:15,3507020000000000.0,fraud_Char-Dani Pvt Ltd,,6223.93,Aayush,Sandhu,F,"H.No. 38, Raman Street, Bikaner-040145",Kolkata,Telangana,-36.389277,-111.275508,374733.0,,9/13/2001,-36.397244,-111.25844,1.0,9.09e+18
604303.0,6/27/2023 22:08,589350000000.0,fraud_Bath-Lata Pvt Ltd,,2305.81,Onkar,Sharma,F,"H.No. 230, Dalal Chowk, Jodhpur-659253",,Uttarakhand,52.508207,75.022618,274030.0,Accommodation manager,8/10/1987,52.519341,75.037044,,-3.19e+18
435239.0,,4952030000000000.0,"fraud_Karnik, Gupta and Shukla Pvt Ltd",entertainment,7268.91,Purab,Das,F,"217, Savant Chowk, Jehanabad-970238",Tezpur,Maharashtra,64.5397935,-118.233994,831819.0,"Production assistant, radio",11/25/2001,64.538916,-118.251833,0.0,3.14e+18
815001.0,,3570940000000000.0,fraud_Virk-Kibe Pvt Ltd,entertainment,1454.81,,Raman,F,"26/72, Walla Chowk, Junagadh-179625",Nashik,Assam,-32.7680945,161.610369,503982.0,English as a foreign language teacher,12/21/1939,-32.770912,161.622691,1.0,
303544.0,,213109000000000.0,fraud_Khatri-Chakrabarti Pvt Ltd,online_shopping,,Jayant,Gupta,M,"04/68, Srinivasan Zila, Raebareli-196744",,Telangana,-70.099004,110.302746,,Recruitment consultant,4/23/1987,-70.104208,110.29754,0.0,2.4e+18
198642.0,4/1/2024 4:34,2675200000000000.0,"fraud_Dugar, Zachariah and Shan Pvt Ltd",,,Chirag,Chana,M,"39/984, Amble Zila, Unnao 842465",Dibrugarh,Tripura,52.45132,150.975561,902549.0,Agricultural consultant,2/21/1949,52.462517,150.988001,0.0,-4.92e+17
725370.0,4/6/2023 4:54,4479350000000.0,"fraud_Bandi, Thaman and Yadav Pvt Ltd",online_shopping,6077.46,Lakshay,Chaudhari,M,"H.No. 57, Dara Marg, Davanagere-977844",Muzaffarpur,Maharashtra,-82.3003855,165.907891,171408.0,Proofreader,5/17/1975,-82.320025,165.899697,1.0,5.25e+18
711726.0,4/7/2024 16:36,582277000000.0,fraud_Sha-Wagle Pvt Ltd,travel,7464.69,Anya,Johal,F,"H.No. 018, Bobal Path, Asansol-407813",Vadodara,Bihar,,72.254608,240402.0,Geoscientist,3/13/1949,76.086618,72.242579,0.0,-5.33e+18
937877.0,,180061000000000.0,fraud_Yogi Group Pvt Ltd,entertainment,3251.31,Taimur,,M,,Uluberia,Telangana,-41.8461145,9.111877,349168.0,Mining engineer,4/26/1962,-41.843981,9.126061,0.0,9.84e+16
438033.0,8/27/2023 9:18,567764000000.0,fraud_Sarraf-Ganesan Pvt Ltd,travel,,Shray,Dhawan,F,"H.No. 475, Sridhar, Saharsa 732642",Ramgarh,,-18.485662,90.762616,717741.0,Applications developer,4/4/1996,-18.473673,90.780554,0.0,-4.67e+18
592546.0,7/29/2023 9:33,36648300000000.0,fraud_Mallick-Mander Pvt Ltd,fitness_and_medical,6637.0,Darshit,Singhal,F,,Orai,Arunachal Pradesh,43.470192,4.067064,,"Psychotherapist, child",4/17/1976,43.470326,4.065041,0.0,3.04e+18
160030.0,8/21/2022 12:35,30563300000000.0,fraud_Bansal and Sons Pvt Ltd,travel,3766.58,Tejas,Barad,M,"24/85, Butala Zila, Vellore-744118",Loni,Maharashtra,,2.15007,191359.0,Clinical embryologist,10/13/1963,60.609356,,0.0,8.59e+17
137849.0,9/28/2022 18:48,342199000000000.0,fraud_Chopra Inc Pvt Ltd,,4765.08,Kashvi,Sha,M,"57, Som Ganj, Malegaon 525670",Hindupur,Odisha,,73.918238,640081.0,Senior tax professional/tax inspector,10/25/1954,-75.807555,73.906233,1.0,-6.37e+18
879919.0,3/7/2023 20:55,3539260000000000.0,"fraud_Ben, Thaker and Trivedi Pvt Ltd",travel,7328.85,Vihaan,Karan,M,"H.No. 98, Wadhwa, Jamnagar 389668",Miryalaguda,Chhattisgarh,-5.1489625,166.468794,300949.0,Social worker,6/23/1991,-5.131184,166.453141,0.0,-6.71e+18
